Name,Voltage (kV),Duration (minutes),Outage Type,Cause,year
Clymer-Moxee section of Ellensburg-Moxee No 1 115kV line,115.0,1291,Auto,Foreign Trouble,2024
Ellensburg-Moxee No 1 115kV line,115.0,1291,Auto,Foreign Trouble,2024
Alvey-Martin Creek No 1 115kV line,115.0,130,Auto,Tree Blown,2024
Dorena tap to Alvey-Martin Creek No 1 115kV line,115.0,464,Auto,Tree Blown,2024
Dorena-Latham section of Alvey-Martin Creek No 1 115kV line,115.0,130,Auto,Tree Blown,2024
Latham tap to Alvey-Martin Creek No 1 115kV line,115.0,130,Auto,Tree Blown,2024
Latham-Martin Creek section of Alvey-Martin Creek No 1 115kV line,115.0,130,Auto,Tree Blown,2024
Malin-Round Mountain No 2 500kV line,500.0,249,Auto,Weather,2024
Malin-Round Mountain No 1 500kV line,500.0,1165,Auto,Weather,2024
Malin-Round Mountain No 2 500kV line,500.0,159,Auto,Weather,2024
Camp-Trout Creek section of Noxon-Hot Springs No 1 230kV line,230.0,793,Auto,Lightning,2024
Noxon-Camp section of Noxon-Hot Springs No 1 230kV line,230.0,340,Auto,Lightning,2024
Noxon-Hot Springs No 1 230kV line,230.0,793,Auto,Lightning,2024
Trout Creek tap to Noxon-Hot Springs No 1 230kV line,230.0,793,Auto,Lightning,2024
Trout Creek-Hot Springs section of Noxon-Hot Springs No 1 230kV line,230.0,793,Auto,Lightning,2024
Boundary-Nelway No 1 230kV line,230.0,348,Auto,Other,2024
Marion-Santiam No 1 500kV line,500.0,3,Auto,Other,2024
Antelope tap to Fossil-Maupin 69kV line,69.0,182,Auto,Unknown,2024
Antelope-Maupin section of Fossil-Maupin 69kV line,69.0,182,Auto,Unknown,2024
Fossil-Maupin 69kV line,69.0,11226,Auto,Unknown,2024
Fossil-Muddy Ranch section of Fossil-Maupin 69kV line,69.0,2530,Auto,Unknown,2024
Muddy Ranch tap to Fossil-Maupin 69kV line,69.0,2530,Auto,Unknown,2024
Muddy Ranch-Antelope section of Fossil-Maupin 69kV line,69.0,11226,Auto,Unknown,2024
Condon tap to De Moss-Fossil No 1 115kV line,115.0,27,Auto,Other,2024
Condon Wind tap to De Moss-Fossil No 1 115kV line,115.0,27,Auto,Other,2024
Condon Wind-Condon section of De Moss-Fossil No 1 115kV line,115.0,27,Auto,Other,2024
Condon-Fossil section of De Moss-Fossil No 1 115kV line,115.0,27,Auto,Other,2024
De Moss-Condon Wind section of De Moss-Fossil No 1 115kV line,115.0,27,Auto,Other,2024
De Moss-Fossil No 1 115kV line,115.0,27,Auto,Other,2024
Midway-PACW Union Gap No 1 230kV line,230.0,1690,Auto,Weather,2024
Addy tap to Bell-Boundary No 3 230kV line,230.0,212,Auto,Lightning,2024
Addy-Boundary section of Bell-Boundary No 3 230kV line,230.0,205,Auto,Lightning,2024
Bell-Addy section of Bell-Boundary No 3 230kV line,230.0,205,Auto,Lightning,2024
Bell-Boundary No 3 230kV line,230.0,212,Auto,Lightning,2024
Rattlesnake-Garrison No 1 230kV line,230.0,6,Auto,Lightning,2024
Coyote Springs-Slatt No 1 500kV line,500.0,21,Auto,Unknown,2024
McNary PH-McNary No 5 230kV line,230.0,11,Auto,Other,2024
Usk-Pine Street 115kV line,115.0,43,Auto,Tree Blown,2024
Hot Springs-Dixon section of Hot Springs-Rattlesnake No 1 230kV line,230.0,2,Auto,Tree Blown,2024
Hot Springs-Rattlesnake No 1 230kV line,230.0,2,Auto,Tree Blown,2024
Hot Springs-Dixon section of Hot Springs-Rattlesnake No 1 230kV line,230.0,2,Auto,Tree Blown,2024
Hot Springs-Rattlesnake No 1 230kV line,230.0,2,Auto,Tree Blown,2024
Libby PH-Libby No 2 230kV line,230.0,9,Auto,Other,2024
Goshen-Drummond No 1 161kV line,161.0,6,Auto,Other,2024
Paul-Centralia Thermal PH No 2 500kV line,500.0,261,Auto,Other,2024
Garrison-Anaconda No 1 230kV line,230.0,1128,Auto,Unknown,2024
Ross-Lexington No 1 230kV line,230.0,200,Auto,Lightning,2024
Ross-Woodland section of Ross-Lexington No 1 230kV line,230.0,200,Auto,Lightning,2024
Swift tap to Ross-Lexington No 1 230kV line,230.0,2690,Auto,Lightning,2024
Woodland-Lexington section of Ross-Lexington No 1 230kV line,230.0,200,Auto,Lightning,2024
Keeler-Allston No 1 500kV line,500.0,5713,Auto,Tree Blown,2024
Burbank tap to Franklin-Walla Walla No 1 115kV line,115.0,188,Auto,Unknown,2024
Burbank-Worden section of Franklin-Walla Walla No 1 115kV line,115.0,188,Auto,Unknown,2024
Franklin-Burbank section of Franklin-Walla Walla No 1 115kV line,115.0,188,Auto,Unknown,2024
Franklin-Walla Walla No 1 115kV line,115.0,188,Auto,Unknown,2024
Joso tap to Franklin-Walla Walla No 1 115kV line,115.0,188,Auto,Unknown,2024
Joso-Nine Mile section of Franklin-Walla Walla No 1 115kV line,115.0,188,Auto,Unknown,2024
Nine Mile tap to Franklin-Walla Walla No 1 115kV line,115.0,188,Auto,Unknown,2024
Worden tap to Franklin-Walla Walla No 1 115kV line,115.0,188,Auto,Unknown,2024
Worden-Joso section of Franklin-Walla Walla No 1 115kV line,115.0,188,Auto,Unknown,2024
Shelton-Fairmount No 3 230kV line,230.0,1039,Auto,Lightning,2024
Columbia Falls-Conkelley No 1 230kV line,230.0,33,Auto,Other,2024
Burbank tap to Franklin-Walla Walla No 1 115kV line,115.0,53,Auto,Unknown,2024
Burbank-Worden section of Franklin-Walla Walla No 1 115kV line,115.0,53,Auto,Unknown,2024
Franklin-Burbank section of Franklin-Walla Walla No 1 115kV line,115.0,53,Auto,Unknown,2024
Franklin-Walla Walla No 1 115kV line,115.0,53,Auto,Unknown,2024
Joso tap to Franklin-Walla Walla No 1 115kV line,115.0,53,Auto,Unknown,2024
Joso-Nine Mile section of Franklin-Walla Walla No 1 115kV line,115.0,53,Auto,Unknown,2024
Nine Mile tap to Franklin-Walla Walla No 1 115kV line,115.0,53,Auto,Unknown,2024
Worden tap to Franklin-Walla Walla No 1 115kV line,115.0,53,Auto,Unknown,2024
Worden-Joso section of Franklin-Walla Walla No 1 115kV line,115.0,53,Auto,Unknown,2024
Garrison-Taft No 2 500kV line,500.0,523,Auto,Lightning,2024
Addy-AVA Gifford No 1 115kV line,115.0,1238,Auto,Lightning,2024
Columbia Falls-Stillwater section of Columbia Falls-Trego No 1 115kV line,115.0,216,Auto,Tree Blown,2024
Columbia Falls-Trego No 1 115kV line,115.0,216,Auto,Tree Blown,2024
Stillwater tap to Columbia Falls-Trego No 1 115kV line,115.0,216,Auto,Tree Blown,2024
Stillwater-Trego section of Columbia Falls-Trego No 1 115kV line,115.0,216,Auto,Tree Blown,2024
Box Canyon tap to Colville-Boundary No 1 115kV line,115.0,85,Auto,Tree Blown,2024
Box Canyon-Metaline Falls section of Colville-Boundary No 1 115kV line,115.0,85,Auto,Tree Blown,2024
Colville-Boundary No 1 115kV line,115.0,256,Auto,Tree Blown,2024
Colville-Spirit section of Colville-Boundary No 1 115kV line,115.0,256,Auto,Tree Blown,2024
Metaline Falls tap to Colville-Boundary No 1 115kV line,115.0,85,Auto,Tree Blown,2024
Metaline Falls-Boundary section of Colville-Boundary No 1 115kV line,115.0,85,Auto,Tree Blown,2024
Spirit tap to Colville-Boundary No 1 115kV line,115.0,85,Auto,Tree Blown,2024
Spirit-Box Canyon section of Colville-Boundary No 1 115kV line,115.0,85,Auto,Tree Blown,2024
Potholes-Sand Dunes No 1 230kV line,230.0,3,Auto,Unknown,2024
Potholes-Sand Dunes No 1 230kV line,230.0,5,Auto,Unknown,2024
Potholes-Sand Dunes No 1 230kV line,230.0,5,Auto,Unknown,2024
McNary PH-McNary No 5 230kV line,230.0,11,Auto,Other,2024
Novelty Hill-Klahanie section of Sammamish-Maple Valley No 1 230kV line,230.0,662,Auto,Other,2024
Sammamish-Maple Valley No 1 230kV line,230.0,662,Auto,Other,2024
Sammamish-Novelty Hill section of Sammamish-Maple Valley No 1 230kV line,230.0,662,Auto,Other,2024
Bell-Bigelow section of Bell-Trentwood No 2 115kV line,115.0,2,Auto,Other,2024
Bell-Trentwood No 2 115kV line,115.0,2,Auto,Other,2024
Bigelow tap to Bell-Trentwood No 2 115kV line,115.0,2,Auto,Other,2024
Bigelow-Trentwood section of Bell-Trentwood No 2 115kV line,115.0,2,Auto,Other,2024
Green Bluff tap to Bell-Trentwood No 2 115kV line,115.0,2,Auto,Other,2024
Spar Canyon-Round Valley No 1 230kV line,230.0,137,Auto,Weather,2024
Chief Joseph PH-Chief Joseph No 3 230kV line,230.0,179,Auto,Other,2024
Ross-Lexington No 1 230kV line,230.0,164,Auto,Unknown,2024
Ross-Woodland section of Ross-Lexington No 1 230kV line,230.0,164,Auto,Unknown,2024
Swift tap to Ross-Lexington No 1 230kV line,230.0,164,Auto,Unknown,2024
Woodland-Lexington section of Ross-Lexington No 1 230kV line,230.0,164,Auto,Unknown,2024
Chief Joseph PH-Chief Joseph No 3 230kV line,230.0,332,Auto,Other,2024
Malin-Canby section of Malin-Hilltop No 1 230kV line,230.0,5,Auto,Unknown,2024
Malin-Hilltop No 1 230kV line,230.0,5,Auto,Unknown,2024
Captain Jack-Snow Goose No 1 500kV line,500.0,664,Auto,Other,2024
Bonneville PH 2-North Bonneville No 3 230kV line,230.0,17,Auto,Other,2024
Brewster-Pateros section of Brewster-Twisp 115kV line,115.0,45,Auto,Unknown,2024
Brewster-Twisp 115kV line,115.0,130,Auto,Unknown,2024
Pateros-Twisp section of Brewster-Twisp 115kV line,115.0,130,Auto,Unknown,2024
B916-Clayton section of Bell-Addy No 1 115kV line,115.0,257,Auto,Wind,2024
Bell-Addy No 1 115kV line,115.0,257,Auto,Wind,2024
Bell-Mead section of Bell-Addy No 1 115kV line,115.0,4,Auto,Wind,2024
Clayton tap to Bell-Addy No 1 115kV line,115.0,257,Auto,Wind,2024
Clayton-Loon Lake section of Bell-Addy No 1 115kV line,115.0,257,Auto,Wind,2024
Colbert tap to Bell-Addy No 1 115kV line,115.0,257,Auto,Wind,2024
Colbert-Half Moon section of Bell-Addy No 1 115kV line,115.0,4,Auto,Wind,2024
Deer Park tap to Bell-Addy No 1 115kV line,115.0,4,Auto,Wind,2024
Deer Park-B916 section of Bell-Addy No 1 115kV line,115.0,257,Auto,Wind,2024
Half Moon tap to Bell-Addy No 1 115kV line,115.0,4,Auto,Wind,2024
Half Moon-Tum Tum section of Bell-Addy No 1 115kV line,115.0,4,Auto,Wind,2024
Loon Lake tap to Bell-Addy No 1 115kV line,115.0,257,Auto,Wind,2024
Loon Lake-Addy section of Bell-Addy No 1 115kV line,115.0,257,Auto,Wind,2024
Mead tap to Bell-Addy No 1 115kV line,115.0,4,Auto,Wind,2024
Mead-Colbert section of Bell-Addy No 1 115kV line,115.0,4,Auto,Wind,2024
Milan tap to Bell-Addy No 1 115kV line,115.0,257,Auto,Wind,2024
Milan-Deer Park section of Bell-Addy No 1 115kV line,115.0,4,Auto,Wind,2024
Tum Tum tap to Bell-Addy No 1 115kV line,115.0,257,Auto,Wind,2024
Tum Tum-Milan section of Bell-Addy No 1 115kV line,115.0,4,Auto,Wind,2024
Usk-Pine Street 115kV line,115.0,1459,Auto,Weather,2024
Albeni Falls-Priest River AVA section of Albeni Falls-Sand Creek No 1 115kV line,115.0,220,Auto,Tree Blown,2024
Albeni Falls-Sand Creek No 1 115kV line,115.0,220,Auto,Tree Blown,2024
Dover tap to Sandpoint tap to Albeni Falls-Sand Creek No 1 115kV line,115.0,220,Auto,Tree Blown,2024
Laclede tap to Albeni Falls-Sand Creek No 1 115kV line,115.0,220,Auto,Tree Blown,2024
Laclede-Sandpoint section of Albeni Falls-Sand Creek No 1 115kV line,115.0,220,Auto,Tree Blown,2024
Ponderay tap to Albeni Falls-Sand Creek No 1 115kV line,115.0,220,Auto,Tree Blown,2024
Ponderay-Sand Creek section of Albeni Falls-Sand Creek No 1 115kV line,115.0,220,Auto,Tree Blown,2024
Priest River AVA tap to Albeni Falls-Sand Creek No 1 115kV line,115.0,220,Auto,Tree Blown,2024
Priest River AVA-Priest River section of Albeni Falls-Sand Creek No 1 115kV line,115.0,220,Auto,Tree Blown,2024
Priest River tap to Albeni Falls-Sand Creek No 1 115kV line,115.0,460,Auto,Tree Blown,2024
Priest River-Laclede section of Albeni Falls-Sand Creek No 1 115kV line,115.0,220,Auto,Tree Blown,2024
Sandpoint tap to Albeni Falls-Sand Creek No 1 115kV line,115.0,220,Auto,Tree Blown,2024
Sandpoint-Ponderay section of Albeni Falls-Sand Creek No 1 115kV line,115.0,220,Auto,Tree Blown,2024
Taft-Bell No 1 500kV line,500.0,8,Auto,Weather,2024
Bonners Ferry-SMTH Smith Creek No 1 115kV line,115.0,1136,Auto,Tree Blown,2024
Samuels tap to Sand Creek-Bonners Ferry No 1&2 115kV line,115.0,1020,Auto,Tree Blown,2024
Samuels-Bonners Ferry section of Sand Creek-Bonners Ferry No 1&2 115kV line,115.0,1020,Auto,Tree Blown,2024
Sand Creek-Bonners Ferry No 1&2 115kV line,115.0,1020,Auto,Tree Blown,2024
Sand Creek-Selle section of Sand Creek-Bonners Ferry No 1&2 115kV line,115.0,541,Auto,Tree Blown,2024
Selle tap to Sand Creek-Bonners Ferry No 1&2 115kV line,115.0,1020,Auto,Tree Blown,2024
Selle-Samuels section of Sand Creek-Bonners Ferry No 1&2 115kV line,115.0,541,Auto,Tree Blown,2024
Libby FEC-Troy section of Libby-Bonners Ferry No 1 115kV line,115.0,1020,Auto,Weather,2024
Libby-Bonners Ferry No 1 115kV line,115.0,1020,Auto,Weather,2024
Moyie Springs tap to Libby-Bonners Ferry No 1 115kV line,115.0,1020,Auto,Weather,2024
Moyie Springs-Bonners Ferry section of Libby-Bonners Ferry No 1 115kV line,115.0,1020,Auto,Weather,2024
Troy tap to Libby-Bonners Ferry No 1 115kV line,115.0,1020,Auto,Weather,2024
Troy-Yaak section of Libby-Bonners Ferry No 1 115kV line,115.0,1020,Auto,Weather,2024
Yaak tap to Libby-Bonners Ferry No 1 115kV line,115.0,1020,Auto,Weather,2024
Yaak-Moyie Springs section of Libby-Bonners Ferry No 1 115kV line,115.0,1020,Auto,Weather,2024
Dixon tap to Hot Springs-Rattlesnake No 1 230kV line,230.0,176,Auto,Weather,2024
Dixon-Rattlesnake section of Hot Springs-Rattlesnake No 1 230kV line,230.0,176,Auto,Weather,2024
Hot Springs-Dixon section of Hot Springs-Rattlesnake No 1 230kV line,230.0,880,Auto,Weather,2024
Hot Springs-Rattlesnake No 1 230kV line,230.0,880,Auto,Weather,2024
Snohomish-Bothell No 1 230kV line,230.0,8,Auto,Other,2024
Lower Monumental PH-Lower Monumental No 1 500kV line,500.0,6,Auto,Unknown,2024
McNary-Ross No 1 345kV line,345.0,228,Auto,Other,2024
Broadview-Garrison No 2 500kV line,500.0,830,Auto,Unknown,2024
Grizzly-Captain Jack No 1 500kV line,500.0,5499,Auto,Weather,2024
Grizzly-Ponderosa section of Grizzly-Captain Jack No 1 500kV line,500.0,614,Auto,Weather,2024
Ponderosa tap to Grizzly-Captain Jack No 1 500kV line,500.0,614,Auto,Weather,2024
Ponderosa-Captain Jack section of Grizzly-Captain Jack No 1 500kV line,500.0,5499,Auto,Weather,2024
Grizzly-Summer Lake No 1 500kV line,500.0,585,Auto,Weather,2024
Ponderosa tap to Grizzly-Summer Lake No 1 500kV line,500.0,585,Auto,Weather,2024
Grizzly-Malin PGE No 2 500kV line,500.0,1397,Auto,Weather,2024
Fossil-Maupin 69kV line,69.0,288,Auto,Other,2024
Fossil-Muddy Ranch section of Fossil-Maupin 69kV line,69.0,288,Auto,Other,2024
Condon-Fossil section of De Moss-Fossil No 1 115kV line,115.0,287,Auto,Foreign Trouble,2024
De Moss-Fossil No 1 115kV line,115.0,287,Auto,Foreign Trouble,2024
Grizzly-Captain Jack No 1 500kV line,500.0,5,Auto,Other,2024
Grizzly-Ponderosa section of Grizzly-Captain Jack No 1 500kV line,500.0,5,Auto,Other,2024
Addy-Boundary section of Bell-Boundary No 3 230kV line,230.0,5,Auto,Weather,2024
Bell-Boundary No 3 230kV line,230.0,5,Auto,Weather,2024
Cardwell-PACW Merwin No 1 115kV line,115.0,3,Auto,Unknown,2024
Addy tap to Bell-Boundary No 3 230kV line,230.0,5,Auto,Weather,2024
Addy-Boundary section of Bell-Boundary No 3 230kV line,230.0,5,Auto,Weather,2024
Bell-Addy section of Bell-Boundary No 3 230kV line,230.0,5,Auto,Weather,2024
Bell-Boundary No 3 230kV line,230.0,5,Auto,Weather,2024
Hanna-Rapids section of Valhalla-Rapids No 1 115kV line,115.0,67,Auto,Other,2024
Valhalla-Hanna section of Valhalla-Rapids No 1 115kV line,115.0,67,Auto,Other,2024
Valhalla-Rapids No 1 115kV line,115.0,67,Auto,Other,2024
Addy-Boundary section of Bell-Boundary No 3 230kV line,230.0,3,Auto,Weather,2024
Bell-Boundary No 3 230kV line,230.0,3,Auto,Weather,2024
Walla Walla-Freewater No 1 69kV line,69.0,382,Auto,Unknown,2024
Walla Walla-Whitman section of Walla Walla-Freewater No 1 69kV line,69.0,154,Auto,Unknown,2024
Whitman tap to Walla Walla-Freewater No 1 69kV line,69.0,382,Auto,Unknown,2024
Whitman-Freewater section of Walla Walla-Freewater No 1 69kV line,69.0,382,Auto,Unknown,2024
Schultz-Wautoma No 1 500kV line,500.0,115,Auto,Other,2024
Port Angeles-Sappho No 1 115kV line,115.0,487,Auto,Tree Blown,2024
Port Angeles-Silverado section of Port Angeles-Sappho No 1 115kV line,115.0,1,Auto,Tree Blown,2024
Silverado tap to Port Angeles-Sappho No 1 115kV line,115.0,1,Auto,Tree Blown,2024
Silverado-Sappho section of Port Angeles-Sappho No 1 115kV line,115.0,487,Auto,Tree Blown,2024
Lower Monumental-Ashe No 1 500kV line,500.0,6,Auto,Weather,2024
Schultz-Wautoma No 1 500kV line,500.0,48,Auto,Other,2024
La Grande-IPC North Powder No 1 230kV line,230.0,1679,Auto,Other,2024
Ross-Alcoa No 3 230kV line,230.0,391,Auto,Tree Blown,2024
Chief Joseph PH-Chief Joseph No 5 500kV line,500.0,7,Auto,Other,2024
Alder-LaGrande No 1&2 115kV line,115.0,165,Auto,Tree Blown,2024
Elbe tap to Alder-LaGrande No 1&2 115kV line,115.0,165,Auto,Tree Blown,2024
7th Ave-East Kelso 115kV line,115.0,1008,Auto,Foreign Trouble,2024
St Clair-South Tacoma No 1 230kV line,230.0,22,Auto,Other,2024
John Day-Big Eddy No 1 500kV line,500.0,39,Auto,Other,2024
Broadview-Garrison No 1 500kV line,500.0,605,Auto,Foreign Trouble,2024
Broadview-Garrison No 2 500kV line,500.0,494,Auto,Foreign Trouble,2024
Lower Monumental-Hanford No 1 500kV line,500.0,5,Auto,Foreign Trouble,2024
Colville-Kettle Falls section of Colville-Republic No 1 115kV line,115.0,12,Auto,Weather,2024
Colville-Republic No 1 115kV line,115.0,12,Auto,Weather,2024
Kettle Falls-Republic section of Colville-Republic No 1 115kV line,115.0,12,Auto,Weather,2024
Holcomb-Naselle No 1 115kV line,115.0,1372,Auto,Tree Blown,2024
Holcomb-Oxbow section of Holcomb-Naselle No 1 115kV line,115.0,183,Auto,Tree Blown,2024
Oxbow-Naselle section of Holcomb-Naselle No 1 115kV line,115.0,1372,Auto,Tree Blown,2024
Dayton tap to Olympia-Shelton No 1 115kV line,115.0,222,Auto,Weather,2024
Dayton-Shelton section of Olympia-Shelton No 1 115kV line,115.0,222,Auto,Weather,2024
Olympia-Dayton section of Olympia-Shelton No 1 115kV line,115.0,570,Auto,Weather,2024
Olympia-Shelton No 1 115kV line,115.0,570,Auto,Weather,2024
Fern Ridge tap to Lane-Wendson No 1 115kV line,115.0,239,Auto,Tree Blown,2024
Fern Ridge-Noti Creek section of Lane-Wendson No 1 115kV line,115.0,239,Auto,Tree Blown,2024
Lane-Rainbow Valley section of Lane-Wendson No 1 115kV line,115.0,239,Auto,Tree Blown,2024
Lane-Wendson No 1 115kV line,115.0,987,Auto,Tree Blown,2024
Mapleton-Wendson section of Lane-Wendson No 1 115kV line,115.0,39,Auto,Tree Blown,2024
Noti Creek tap to Lane-Wendson No 1 115kV line,115.0,239,Auto,Tree Blown,2024
Noti Creek-Walton section of Lane-Wendson No 1 115kV line,115.0,987,Auto,Tree Blown,2024
Rainbow Valley tap to Lane-Wendson No 1 115kV line,115.0,239,Auto,Tree Blown,2024
Rainbow Valley-Fern Ridge section of Lane-Wendson No 1 115kV line,115.0,239,Auto,Tree Blown,2024
Walton tap to Lane-Wendson No 1 115kV line,115.0,391,Auto,Tree Blown,2024
Walton-Mapleton section of Lane-Wendson No 1 115kV line,115.0,391,Auto,Tree Blown,2024
Boundary-Sacheen No 1 230kV line,230.0,17,Auto,Unknown,2024
Boundary-Sacheen No 1 230kV line,230.0,673,Auto,Tree Blown,2024
Hills Creek-Lookout Point No 1 115kV line,115.0,2817,Auto,Tree Blown,2024
Hills Creek-Oakridge section of Hills Creek-Lookout Point No 1 115kV line,115.0,2817,Auto,Tree Blown,2024
Oakridge tap to Hills Creek-Lookout Point No 1 115kV line,115.0,291,Auto,Tree Blown,2024
Oakridge-Lookout Point section of Hills Creek-Lookout Point No 1 115kV line,115.0,291,Auto,Tree Blown,2024
River Road-Fruit Valley Tap 115kV line,115.0,33,Auto,Unknown,2024
Hagen tap to Naselle-Tarlett No 2 115kV line,115.0,13,Auto,Tree Blown,2024
Hagen-Tarlett section of Naselle-Tarlett No 2 115kV line,115.0,13,Auto,Tree Blown,2024
Naselle-Hagen section of Naselle-Tarlett No 2 115kV line,115.0,13,Auto,Tree Blown,2024
Naselle-Tarlett No 2 115kV line,115.0,13,Auto,Tree Blown,2024
Covington-Bettas Road No 1 230kV line,230.0,2665,Auto,Wind,2024
Covington-Maple Valley No 2 230kV line,230.0,1522,Auto,Tree Blown,2024
Klahanie-Maple Valley section of Sammamish-Maple Valley No 1 230kV line,230.0,20024,Auto,Wind,2024
Novelty Hill-Klahanie section of Sammamish-Maple Valley No 1 230kV line,230.0,5963,Auto,Wind,2024
Sammamish-Maple Valley No 1 230kV line,230.0,20024,Auto,Wind,2024
Sammamish-Novelty Hill section of Sammamish-Maple Valley No 1 230kV line,230.0,5963,Auto,Wind,2024
Klahanie tap to Sammamish-Maple Valley No 1 230kV line,230.0,5961,Auto,Wind,2024
Sammamish-Maple Valley No 1 230kV line,230.0,5961,Auto,Wind,2024
Horse Ranch-Snohomish section of Monroe-Snohomish No 1&2 230kV line,230.0,1165,Auto,Weather,2024
Monroe-Horse Ranch section of Monroe-Snohomish No 1&2 230kV line,230.0,1165,Auto,Weather,2024
Monroe-Snohomish No 1&2 230kV line,230.0,1165,Auto,Weather,2024
Horse Ranch tap to Monroe-Snohomish No 1&2 230kV line,230.0,8636,Auto,Weather,2024
Monroe-Snohomish No 1&2 230kV line,230.0,8636,Auto,Weather,2024
North Mountain-Snohomish No 1 230kV line,230.0,3013,Auto,Wind,2024
Sno-King-Maple Valley No 1 230kV line,230.0,2318,Auto,Weather,2024
Snohomish-Bothell No 2 230kV line,230.0,1600,Auto,Wind,2024
Sno-King-Maple Valley No 2 230kV line,230.0,2272,Auto,Weather,2024
Milton tap to Walla Walla-Freewater No 1 69kV line,69.0,270,Auto,Other,2024
Walla Walla-Freewater No 1 69kV line,69.0,220,Auto,Other,2024
Walla Walla-Whitman section of Walla Walla-Freewater No 1 69kV line,69.0,220,Auto,Other,2024
Whitman tap to Walla Walla-Freewater No 1 69kV line,69.0,210,Auto,Other,2024
Whitman-Freewater section of Walla Walla-Freewater No 1 69kV line,69.0,220,Auto,Other,2024
Combine Hills II tap to Walla Walla-Pendleton No 1 69kV line,69.0,144,Auto,Other,2024
Lagoon-Stateline section of Walla Walla-Pendleton No 1 69kV line,69.0,144,Auto,Other,2024
Milton-Lagoon section of Walla Walla-Pendleton No 1 69kV line,69.0,144,Auto,Other,2024
Stateline tap to Walla Walla-Pendleton No 1 69kV line,69.0,144,Auto,Other,2024
Stateline-Vansycle section of Walla Walla-Pendleton No 1 69kV line,69.0,144,Auto,Other,2024
Walla Walla-Milton section of Walla Walla-Pendleton No 1 69kV line,69.0,144,Auto,Other,2024
Walla Walla-PACW Walla Walla No 1 69kV line,69.0,99,Auto,Other,2024
Milton tap to Walla Walla-Pendleton No 1 69kV line,69.0,280,Auto,Wind,2024
Walla Walla-Pendleton No 1 69kV line,69.0,280,Auto,Wind,2024
Brewster-Pateros section of Brewster-Twisp 115kV line,115.0,101,Auto,Unknown,2024
Brewster-Twisp 115kV line,115.0,101,Auto,Unknown,2024
Pateros-Twisp section of Brewster-Twisp 115kV line,115.0,101,Auto,Unknown,2024
Brewster-Pateros section of Brewster-Twisp 115kV line,115.0,81,Auto,Unknown,2024
Brewster-Twisp 115kV line,115.0,81,Auto,Unknown,2024
Pateros-Twisp section of Brewster-Twisp 115kV line,115.0,81,Auto,Unknown,2024
Vantage Substation 500/230kV Tie No 1 230kV line,230.0,2042,Auto,Unknown,2024
Malin-Round Mountain No 2 500kV line,500.0,551,Auto,Unknown,2024
Brewster-Pateros section of Brewster-Twisp 115kV line,115.0,6,Auto,Weather,2024
Brewster-Twisp 115kV line,115.0,6,Auto,Weather,2024
Pateros-Twisp section of Brewster-Twisp 115kV line,115.0,6,Auto,Weather,2024
Box Canyon-Cusick section of Box Canyon-Usk 115kV line,115.0,13,Auto,Unknown,2024
Box Canyon-Usk 115kV line,115.0,13,Auto,Unknown,2024
Cusick-Usk section of Box Canyon-Usk 115kV line,115.0,13,Auto,Unknown,2024
Addy tap to Bell-Boundary No 3 230kV line,230.0,2,Auto,Tree Blown,2024
Addy-Boundary section of Bell-Boundary No 3 230kV line,230.0,2,Auto,Tree Blown,2024
Bell-Addy section of Bell-Boundary No 3 230kV line,230.0,2,Auto,Tree Blown,2024
Bell-Boundary No 3 230kV line,230.0,2,Auto,Tree Blown,2024
Addy tap to Bell-Boundary No 3 230kV line,230.0,161,Auto,Other,2024
Addy-Boundary section of Bell-Boundary No 3 230kV line,230.0,2161,Auto,Other,2024
Bell-Addy section of Bell-Boundary No 3 230kV line,230.0,161,Auto,Other,2024
Bell-Boundary No 3 230kV line,230.0,2161,Auto,Other,2024
Loup Loup-Twisp section of Okanogan-Twisp 115kV line,115.0,1691,Auto,Tree Blown,2024
Malott-Loup Loup section of Okanogan-Twisp 115kV line,115.0,1691,Auto,Tree Blown,2024
Okanogan-Malott section of Okanogan-Twisp 115kV line,115.0,71,Auto,Tree Blown,2024
Okanogan-Twisp 115kV line,115.0,1691,Auto,Tree Blown,2024
Hagen tap to Naselle-Tarlett No 2 115kV line,115.0,595,Auto,Wind,2024
Hagen-Tarlett section of Naselle-Tarlett No 2 115kV line,115.0,623,Auto,Wind,2024
Naselle-Hagen section of Naselle-Tarlett No 2 115kV line,115.0,595,Auto,Wind,2024
Naselle-Tarlett No 2 115kV line,115.0,623,Auto,Wind,2024
Pilot Butte-LaPine No 1 230kV line,230.0,3,Auto,Other,2024
LaPine-Chiloquin No 1 230kV line,230.0,3,Auto,Other,2024
Connley Collector tap to LaPine-Fort Rock No 1 115kV line,115.0,13,Auto,Other,2024
LaPine-Fort Rock No 1 115kV line,115.0,13,Auto,Other,2024
Columbia Falls-Stillwater section of Columbia Falls-Trego No 1 115kV line,115.0,286,Auto,Tree Blown,2024
Columbia Falls-Trego No 1 115kV line,115.0,286,Auto,Tree Blown,2024
Stillwater tap to Columbia Falls-Trego No 1 115kV line,115.0,286,Auto,Tree Blown,2024
Stillwater-Trego section of Columbia Falls-Trego No 1 115kV line,115.0,286,Auto,Tree Blown,2024
Big Eddy-De Moss No 1 115kV line,115.0,17,Auto,Unknown,2024
Schultz-Raver No 1 500kV line,500.0,29,Auto,Unknown,2024
