Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,year,Month,Alert Criteria,Event Month,dt_begin,dt_restore,duration_minutes
04/24/2020,21:00:00,04/24/2020,21:33:00,"California: Placer County, Nevada County;",WECC,System Operations,5,945,2020,April,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,,2020-04-24 21:00:00,2020-04-24 21:33:00,33.0
04/25/2020,21:25:00,04/25/2020,21:56:00,Oregon: Multnomah County;,WECC,Vandalism,0,0,2020,April,Damage or destruction of its Facility that results from actual or suspected intentional human action.,,2020-04-25 21:25:00,2020-04-25 21:56:00,31.0
05/08/2020,13:45:00,05/08/2020,13:46:00,Nevada: Nye County;,WECC,Vandalism,0,0,2020,May,Damage or destruction of its Facility that results from actual or suspected intentional human action.,,2020-05-08 13:45:00,2020-05-08 13:46:00,1.0
05/13/2020,05:12:00,05/13/2020,14:07:00,Washington:,WECC,Transmission Interruption,0,0,2020,May,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",,2020-05-13 05:12:00,2020-05-13 14:07:00,535.0
05/14/2020,11:23:00,05/14/2020,11:25:00,Oregon: Jackson County;,WECC,Vandalism,0,0,2020,May,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,,2020-05-14 11:23:00,2020-05-14 11:25:00,2.0
05/18/2020,09:27:00,05/18/2020,10:15:00,Oregon: Clackamas County;,WECC,System Operations,0,0,2020,May,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,,2020-05-18 09:27:00,2020-05-18 10:15:00,48.0
05/19/2020,08:17:00,05/19/2020,08:18:00,Idaho: Bonneville County;,WECC,Vandalism,0,0,2020,May,Damage or destruction of its Facility that results from actual or suspected intentional human action.,,2020-05-19 08:17:00,2020-05-19 08:18:00,1.0
06/02/2020,14:36:00,06/02/2020,14:37:00,"Idaho: Blaine County, Jerome County, Minidoka County, Power County;",WECC,Vandalism,Unknown,0,2020,June,Damage or destruction of its Facility that results from actual or suspected intentional human action.,,2020-06-02 14:36:00,2020-06-02 14:37:00,1.0
06/09/2020,11:21:00,06/09/2020,12:01:00,Washington:,WECC,Transmission Interruption,0,0,2020,June,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",,2020-06-09 11:21:00,2020-06-09 12:01:00,40.0
06/18/2020,12:11:00,06/22/2020,08:11:00,Colorado: El Paso County;,WECC,Actual Physical Attack,0,0,2020,June,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",,2020-06-18 12:11:00,2020-06-22 08:11:00,5520.0
06/30/2020,10:28:00,06/30/2020,10:29:00,Oregon:,WECC,Vandalism,0,0,2020,June,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",,2020-06-30 10:28:00,2020-06-30 10:29:00,1.0
07/07/2020,11:38:00,07/07/2020,18:24:00,California: Los Angeles County;,WECC,Transmission Interruption,0,0,2020,July,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",,2020-07-07 11:38:00,2020-07-07 18:24:00,406.0
07/07/2020,13:09:00,07/08/2020,08:17:00,Colorado:,WECC,Transmission Interruption,0,0,2020,July,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",,2020-07-07 13:09:00,2020-07-08 08:17:00,1148.0
07/12/2020,14:08:00,07/12/2020,20:44:00,Nevada: Washoe County;,WECC,Actual Physical Attack,36,10000,2020,July,Damage or destruction of its Facility that results from actual or suspected intentional human action.,,2020-07-12 14:08:00,2020-07-12 20:44:00,396.0
07/14/2020,14:16:00,07/14/2020,14:53:00,California:,WECC,System Operations,0,0,2020,July,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,,2020-07-14 14:16:00,2020-07-14 14:53:00,37.0
07/21/2020,11:53:00,07/21/2020,13:00:00,Washington: Pierce County;,WECC,Vandalism,19,11000,2020,July,Damage or destruction of its Facility that results from actual or suspected intentional human action.,,2020-07-21 11:53:00,2020-07-21 13:00:00,67.0
08/01/2020,08:16:00,08/01/2020,09:15:00,California: San Diego County;,WECC,System Operations,0,0,2020,August,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,,2020-08-01 08:16:00,2020-08-01 09:15:00,59.0
08/14/2020,18:36:00,08/14/2020,20:42:00,California:,WECC,System Operations,560,220000,2020,August,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,,2020-08-14 18:36:00,2020-08-14 20:42:00,126.0
08/14/2020,17:15:00,08/15/2020,21:00:00,California:,WECC,Severe Weather,1120,Unknown,2020,August,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,,2020-08-14 17:15:00,2020-08-15 21:00:00,1665.0
08/14/2020,18:45:00,08/14/2020,21:12:00,"California: Kern County, Kings County, Los Angeles County, Orange County, Riverside County, San Bernardino County, Santa Barbara County, Tulare County, Ventura County;",WECC,System Operations,1419,132000,2020,August,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,,2020-08-14 18:45:00,2020-08-14 21:12:00,147.0
08/15/2020,18:25:00,08/15/2020,19:44:00,California:,WECC,System Operations,459,220000,2020,August,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,,2020-08-15 18:25:00,2020-08-15 19:44:00,79.0
08/15/2020,14:53:00,08/15/2020,20:00:00,California:,WECC,Severe Weather,795,Unknown,2020,August,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,,2020-08-15 14:53:00,2020-08-15 20:00:00,307.0
08/15/2020,15:00:00,08/15/2020,19:45:00,"California: Inyo County, Kern County, Los Angeles County, Orange County, Riverside County, San Bernardino County, Tulare County, Ventura County;",WECC,System Operations,200,70000,2020,August,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,,2020-08-15 15:00:00,2020-08-15 19:45:00,285.0
08/16/2020,03:44:00,08/17/2020,14:18:00,California:,WECC,Severe Weather,409,124266,2020,August,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2020-08-16 03:44:00,2020-08-17 14:18:00,2074.0
08/16/2020,17:30:00,08/16/2020,19:10:00,California:,WECC,Severe Weather,712,Unknown,2020,August,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,,2020-08-16 17:30:00,2020-08-16 19:10:00,100.0
08/17/2020,08:21:00,08/17/2020,09:01:00,California: Yuba County;,WECC,Severe Weather,2,2,2020,August,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,,2020-08-17 08:21:00,2020-08-17 09:01:00,40.0
08/17/2020,15:05:00,08/17/2020,21:24:00,California:,WECC,Severe Weather,829,Unknown,2020,August,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,,2020-08-17 15:05:00,2020-08-17 21:24:00,379.0
08/18/2020,19:00:00,08/18/2020,19:30:00,California: Kings County;,WECC,Potential Physical Attack,0,0,2020,August,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.",,2020-08-18 19:00:00,2020-08-18 19:30:00,30.0
08/18/2020,14:00:00,08/18/2020,21:00:00,Nevada:,WECC,Severe Weather,7800,1400000,2020,August,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,,2020-08-18 14:00:00,2020-08-18 21:00:00,420.0
08/18/2020,21:55:00,08/18/2020,22:10:00,California: Imperial County;,WECC,System Operations,0,0,2020,August,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,,2020-08-18 21:55:00,2020-08-18 22:10:00,15.0
08/18/2020,13:30:00,08/18/2020,20:30:00,California:,WECC,Severe Weather,917,Unknown,2020,August,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,,2020-08-18 13:30:00,2020-08-18 20:30:00,420.0
08/19/2020,14:00:00,08/19/2020,21:00:00,Arizona: Maricopa County;,WECC,Severe Weather,1200,0,2020,August,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,,2020-08-19 14:00:00,2020-08-19 21:00:00,420.0
08/19/2020,14:00:00,08/19/2020,21:00:00,Nevada:,WECC,Severe Weather,7500,1400000,2020,August,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,,2020-08-19 14:00:00,2020-08-19 21:00:00,420.0
08/19/2020,12:00:00,08/19/2020,21:00:00,California:,WECC,Severe Weather,Unknown,Unknown,2020,August,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,,2020-08-19 12:00:00,2020-08-19 21:00:00,540.0
08/25/2020,02:43:00,08/25/2020,07:43:00,Colorado: Jefferson County;,WECC,Vandalism,0,0,2020,August,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.",,2020-08-25 02:43:00,2020-08-25 07:43:00,300.0
08/28/2020,16:27:00,08/28/2020,19:26:00,Washington: Oregon:,WECC,Severe Weather,0,0,2020,August,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.",,2020-08-28 16:27:00,2020-08-28 19:26:00,179.0
08/31/2020,09:00:00,08/31/2020,15:53:00,Washington:,WECC,Vandalism,0,0,2020,August,Damage or destruction of its Facility that results from actual or suspected intentional human action.,,2020-08-31 09:00:00,2020-08-31 15:53:00,413.0
09/01/2020,13:04:00,09/01/2020,13:05:00,California: Los Angeles County;,WECC,Suspicious Activity,0,0,2020,September,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",,2020-09-01 13:04:00,2020-09-01 13:05:00,1.0
09/03/2020,13:46:00,09/03/2020,22:47:00,Washington:,WECC,Transmission Interruption,Unknown,Unknown,2020,September,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",,2020-09-03 13:46:00,2020-09-03 22:47:00,541.0
09/05/2020,17:20:00,09/05/2020,20:37:00,California:,WECC,Severe Weather,986,Unknown,2020,September,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,,2020-09-05 17:20:00,2020-09-05 20:37:00,197.0
09/05/2020,17:25:00,09/05/2020,20:55:00,California: Imperial County;,WECC,Severe Weather,100,20000,2020,September,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,,2020-09-05 17:25:00,2020-09-05 20:55:00,210.0
09/06/2020,16:00:00,09/06/2020,21:00:00,Nevada:,WECC,Severe Weather,8180,1400000,2020,September,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,,2020-09-06 16:00:00,2020-09-06 21:00:00,300.0
09/06/2020,16:30:00,09/06/2020,21:05:00,California:,WECC,System Operations,1071,Unknown,2020,September,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,,2020-09-06 16:30:00,2020-09-06 21:05:00,275.0
09/06/2020,17:36:00,09/06/2020,19:27:00,Washington: Oregon: California:,WECC,System Operations,0,0,2020,September,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.",,2020-09-06 17:36:00,2020-09-06 19:27:00,111.0
09/06/2020,17:00:00,09/07/2020,03:00:00,California: Los Angeles County;,WECC,Severe Weather,Unknown,72000,2020,September,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2020-09-06 17:00:00,2020-09-07 03:00:00,600.0
09/07/2020,22:40:00,09/09/2020,17:24:00,California:,WECC,Transmission Interruption,610,172000,2020,September,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2020-09-07 22:40:00,2020-09-09 17:24:00,2564.0
09/07/2020,18:00:00,09/08/2020,18:00:00,"Washington: Kitsap County, King County, Pierce County;",WECC,Severe Weather,Unknown,71500,2020,September,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2020-09-07 18:00:00,2020-09-08 18:00:00,1440.0
09/07/2020,09:13:00,09/08/2020,06:00:00,Washington:,WECC,Natural Disaster,80,21000,2020,September,Complete operational failure or shut-down of the transmission and/or distribution of electrical system.,,2020-09-07 09:13:00,2020-09-08 06:00:00,1247.0
09/07/2020,19:05:00,09/08/2020,22:00:00,"Oregon: Multnomah County, Washington County, Clackamas County, Marion County, Yamhill County, Polk County;",WECC,Severe Weather,2859,103000,2020,September,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2020-09-07 19:05:00,2020-09-08 22:00:00,1615.0
09/09/2020,11:22:00,09/09/2020,13:04:00,Idaho:,WECC,Natural Disaster,0,0,2020,September,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",,2020-09-09 11:22:00,2020-09-09 13:04:00,102.0
09/22/2020,10:02:00,09/22/2020,12:58:00,California:,WECC,System Operations,8,4350,2020,September,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,,2020-09-22 10:02:00,2020-09-22 12:58:00,176.0
09/26/2020,05:17:00,09/26/2020,05:41:00,Nevada: Clark County;,WECC,Actual Physical Attack,26,13000,2020,September,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",,2020-09-26 05:17:00,2020-09-26 05:41:00,24.0
09/27/2020,18:27:00,09/28/2020,15:17:00,California:,WECC,Natural Disaster,337,102267,2020,September,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2020-09-27 18:27:00,2020-09-28 15:17:00,1250.0
10/09/2020,10:44:00,10/09/2020,22:25:00,Colorado:,WECC,Transmission Interruption,0,0,2020,October,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",,2020-10-09 10:44:00,2020-10-09 22:25:00,701.0
10/10/2020,23:10:00,10/10/2020,23:15:00,Washington: Oregon:,WECC,Transmission Interruption,0,0,2020,October,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",,2020-10-10 23:10:00,2020-10-10 23:15:00,5.0
10/10/2020,08:05:00,10/10/2020,12:00:00,Oregon: Clackamas County;,WECC,System Operations,0,0,2020,October,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,,2020-10-10 08:05:00,2020-10-10 12:00:00,235.0
10/13/2020,13:14:00,10/14/2020,14:00:00,"Washington: Whatcom County, King County, Pierce County, Thurston County, Kittitas County, Kitsap County;",WECC,Severe Weather,Unknown,76000,2020,October,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2020-10-13 13:14:00,2020-10-14 14:00:00,1486.0
10/22/2020,08:00:00,10/22/2020,08:01:00,Idaho:,WECC,Suspicious Activity,0,0,2020,October,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",,2020-10-22 08:00:00,2020-10-22 08:01:00,1.0
10/25/2020,14:32:00,10/27/2020,18:00:00,California:,WECC,Severe Weather,1218,370000,2020,October,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2020-10-25 14:32:00,2020-10-27 18:00:00,3088.0
10/26/2020,11:24:00,10/27/2020,16:43:00,"California: Los Angeles County, Riverside County, San Bernardino County, Orange County, Kern County, Ventura County;",WECC,Severe Weather,Unknown,136833,2020,October,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2020-10-26 11:24:00,2020-10-27 16:43:00,1759.0
10/26/2020,09:28:00,10/26/2020,12:20:00,Colorado:,WECC,Transmission Interruption,75,13000,2020,October,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",,2020-10-26 09:28:00,2020-10-26 12:20:00,172.0
11/01/2020,12:31:00,11/01/2020,12:35:00,California: Placer County;,WECC,Suspicious Activity,0,0,2020,November,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",,2020-11-01 12:31:00,2020-11-01 12:35:00,4.0
11/07/2020,17:40:00,11/07/2020,22:10:00,Colorado:,WECC,Transmission Interruption,0,0,2020,November,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",,2020-11-07 17:40:00,2020-11-07 22:10:00,270.0
11/10/2020,10:42:00,11/10/2020,12:45:00,Arizona: Maricopa County;,WECC,System Operations,0,0,2020,November,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,,2020-11-10 10:42:00,2020-11-10 12:45:00,123.0
11/13/2020,00:20:00,11/13/2020,08:00:00,Washington: Snohomish County;,WECC,System Operations,0,0,2020,November,Cyber event that could potentially impact electric power system adequacy or reliability.,,2020-11-13 00:20:00,2020-11-13 08:00:00,460.0
11/21/2020,11:59:00,11/21/2020,12:59:00,Nevada: Clark County;,WECC,Actual Physical Attack,21,577,2020,November,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",,2020-11-21 11:59:00,2020-11-21 12:59:00,60.0
12/03/2020,09:01:00,12/03/2020,09:03:00,Colorado:,WECC,Transmission Interruption,89,0,2020,December,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",,2020-12-03 09:01:00,2020-12-03 09:03:00,2.0
12/03/2020,00:44:00,12/05/2020,11:03:00,California: San Diego County;,WECC,Severe Weather,93,73000,2020,December,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2020-12-03 00:44:00,2020-12-05 11:03:00,3499.0
12/03/2020,10:57:00,12/04/2020,15:02:00,"California: Kern County, Los Angeles County, Orange County, Riverside County, San Bernardino County, San Diego County, Tulare County, Ventura County;",WECC,Severe Weather,132,51686,2020,December,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2020-12-03 10:57:00,2020-12-04 15:02:00,1685.0
12/07/2020,18:10:00,12/08/2020,21:09:00,"California: Kern County, Los Angeles County, Orange County, Riverside County, San Bernardino County, Ventura County, Tulare County;",WECC,Severe Weather,286,76234,2020,December,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2020-12-07 18:10:00,2020-12-08 21:09:00,1619.0
12/10/2020,16:30:00,12/12/2020,05:00:00,Washington: King County;,WECC,System Operations,0,0,2020,December,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,,2020-12-10 16:30:00,2020-12-12 05:00:00,2190.0
12/13/2020,06:47:00,12/13/2020,07:36:00,California:,WECC,System Operations,298,159239,2020,December,"Uncontrolled loss of 200 Megawatts or more of firm system loads for 15 minutes or more from a single incident for entities with previous year's peak demand less than or equal to 3,000 Megawatts.",,2020-12-13 06:47:00,2020-12-13 07:36:00,49.0
12/14/2020,17:01:00,12/14/2020,17:34:00,California:,WECC,System Operations,0,0,2020,December,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,,2020-12-14 17:01:00,2020-12-14 17:34:00,33.0
12/17/2020,08:07:00,12/17/2020,08:32:00,California:,WECC,Severe Weather,35,17000,2020,December,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,,2020-12-17 08:07:00,2020-12-17 08:32:00,25.0
12/18/2020,06:34:00,12/18/2020,09:51:00,Oregon: Clackamas County;,WECC,Suspicious Activity,0,0,2020,December,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",,2020-12-18 06:34:00,2020-12-18 09:51:00,197.0
12/20/2020,05:06:00,12/20/2020,05:22:00,California: Los Angeles County;,WECC,Cyber Event,0,0,2020,December,Cyber event that could potentially impact electric power system adequacy or reliability.,,2020-12-20 05:06:00,2020-12-20 05:22:00,16.0
12/22/2020,02:20:00,12/22/2020,02:21:00,Washington: Pierce County;,WECC,Vandalism,0,2000,2020,December,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",,2020-12-22 02:20:00,2020-12-22 02:21:00,1.0
12/25/2020,03:51:00,12/25/2020,03:52:00,California:,WECC,Vandalism,0,0,2020,December,Damage or destruction of its Facility that results from actual or suspected intentional human action.,,2020-12-25 03:51:00,2020-12-25 03:52:00,1.0
01/01/2021,07:04:00,01/01/2021,07:05:00,California: Alameda County;,WECC,Vandalism,0,0,2021,January,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,,2021-01-01 07:04:00,2021-01-01 07:05:00,1.0
01/02/2021,10:28:00,01/02/2021,10:29:00,California: Butte County;,WECC,System Operations,8,5803,2021,January,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,,2021-01-02 10:28:00,2021-01-02 10:29:00,1.0
01/12/2021,23:50:00,01/15/2021,13:00:00,"Washington: Kitsap County, Thurston County, King County, Pierce County, Skagit County, Whatcom County;",WECC,Severe Weather,100,320000,2021,January,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,,2021-01-12 23:50:00,2021-01-15 13:00:00,3670.0
01/12/2021,20:46:00,01/13/2021,16:00:00,"Oregon: Clackamas County, Multnomah County, Washington County;",WECC,Severe Weather,Unknown,94231,2021,January,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2021-01-12 20:46:00,2021-01-13 16:00:00,1154.0
01/12/2021,23:49:00,01/14/2021,14:00:00,Washington:,WECC,Severe Weather/Distribution Interruption,150,70000,2021,January,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2021-01-12 23:49:00,2021-01-14 14:00:00,2291.0
01/13/2021,03:43:00,01/13/2021,16:00:00,Washington: Idaho:,WECC,Severe Weather,185,70417,2021,January,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2021-01-13 03:43:00,2021-01-13 16:00:00,737.0
01/19/2021,09:31:00,01/21/2021,14:36:00,"California: Kern County, Los Angeles County, Riverside County, San Bernardino County, Ventura County, Orange County;",WECC,Severe Weather,Unknown,173746,2021,January,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2021-01-19 09:31:00,2021-01-21 14:36:00,3185.0
01/19/2021,02:48:00,01/20/2021,11:41:00,California:,WECC,Severe Weather,411,124888,2021,January,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2021-01-19 02:48:00,2021-01-20 11:41:00,1973.0
01/23/2021,07:45:00,01/23/2021,08:00:00,"California: Placer County, Nevada County;",WECC,Suspicious Activity,45,0,2021,January,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",,2021-01-23 07:45:00,2021-01-23 08:00:00,15.0
01/26/2021,20:49:00,01/28/2021,21:14:00,California:,WECC,Severe Weather,841,255715,2021,January,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2021-01-26 20:49:00,2021-01-28 21:14:00,2905.0
02/09/2021,13:00:00,02/10/2021,14:21:00,Oregon: Tillamook County;,WECC,Vandalism,0,0,2021,February,Damage or destruction of its Facility that results from actual or suspected intentional human action.,,2021-02-09 13:00:00,2021-02-10 14:21:00,1521.0
02/11/2021,19:21:00,02/11/2021,21:20:00,Colorado: Morgan County;,WECC,Transmission Interruption,0,0,2021,February,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",,2021-02-11 19:21:00,2021-02-11 21:20:00,119.0
02/12/2021,21:00:00,02/20/2021,17:15:00,"Oregon: Clackamas County, Marion County, Polk County, Multnomah County, Washington County, Yamhill County;",WECC,Severe Weather,Unknown,300187,2021,February,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2021-02-12 21:00:00,2021-02-20 17:15:00,11295.0
02/13/2021,09:56:00,02/13/2021,11:01:00,Washington: Lewis County;,WECC,Severe Weather,164,37583,2021,February,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2021-02-13 09:56:00,2021-02-13 11:01:00,65.0
02/16/2021,10:20:00,02/16/2021,13:20:00,Oregon: Multnomah County;,WECC,System Operations,0,0,2021,February,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,,2021-02-16 10:20:00,2021-02-16 13:20:00,180.0
02/27/2021,06:02:00,02/27/2021,09:51:00,"Oregon: Multnomah County, Clackamas County;",WECC,System Operations,Unknown,0,2021,February,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,,2021-02-27 06:02:00,2021-02-27 09:51:00,229.0
03/06/2021,03:21:00,03/06/2021,04:07:00,California: Tuolumne County;,WECC,Severe Weather,22,24000,2021,March,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,,2021-03-06 03:21:00,2021-03-06 04:07:00,46.0
03/08/2021,04:36:00,03/08/2021,04:37:00,Washington: Yakima County;,WECC,Vandalism,0,0,2021,March,Damage or destruction of its Facility that results from actual or suspected intentional human action.,,2021-03-08 04:36:00,2021-03-08 04:37:00,1.0
03/08/2021,08:54:00,03/08/2021,08:55:00,Oregon: Multnomah County;,WECC,Suspicious Activity,0,0,2021,March,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",,2021-03-08 08:54:00,2021-03-08 08:55:00,1.0
03/11/2021,08:10:00,03/11/2021,13:00:00,Washington:,WECC,Vandalism,0,0,2021,March,Damage or destruction of its Facility that results from actual or suspected intentional human action.,,2021-03-11 08:10:00,2021-03-11 13:00:00,290.0
03/18/2021,21:08:00,03/19/2021,22:31:00,Washington: Okanogan County;,WECC,Vandalism,4,916,2021,March,Damage or destruction of its Facility that results from actual or suspected intentional human action.,,2021-03-18 21:08:00,2021-03-19 22:31:00,1523.0
04/08/2021,04:51:00,04/10/2021,20:00:00,California:,WECC,Suspicious Activity,0,0,2021,April,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",,2021-04-08 04:51:00,2021-04-10 20:00:00,3789.0
04/12/2021,00:44:00,04/12/2021,17:45:00,Colorado: Larimer County;,WECC,Actual Physical Attack,0,0,2021,April,Damage or destruction of its Facility that results from actual or suspected intentional human action.,,2021-04-12 00:44:00,2021-04-12 17:45:00,1021.0
05/14/2021,22:00:00,05/17/2021,06:00:00,Idaho:,WECC,Vandalism,0,0,2021,May,Damage or destruction of its Facility that results from actual or suspected intentional human action.,,2021-05-14 22:00:00,2021-05-17 06:00:00,3360.0
05/20/2021,07:25:00,05/20/2021,07:26:00,California: Imperial County;,WECC,Vandalism,0,0,2021,May,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,,2021-05-20 07:25:00,2021-05-20 07:26:00,1.0
